,age_17,age_18,age_19,age_20,age_21,age_22,age_23,age_24,age_25,age_26,age_27,age_28,age_29,age_30,age_31,age_32,age_33,age_34,age_35,age_36
child_id,"['JM17M039', 'VE15F088']","['AC17F058', 'AM18F020', 'AM18M078', 'DY10M048', 'ED06M117', 'ES11M099', 'FM08F039', 'GR14M119', 'JM08M048', 'JM14F039', 'JR15M119', 'SB12M048']","['AA04M058', 'AR15F039', 'CC05M088', 'CG10M058', 'EG12M048', 'EJ19F108', 'EP14F109', 'EU10F048', 'GH11M098', 'JC18M088', 'JE09M048', 'KW16F048', 'MC07M058', 'MF04F117', 'MG00M068', 'MG04F057', 'RH19M048']","['EB19M039', 'FA20M039', 'NA00M058', 'VO19M039']","['CS21M078', 'HE03F038', 'LH19M049', 'NW07M108', 'SL03F038', 'SS11F058', 'ZZ21M049']","['AF01F058', 'AL13F039', 'JH11M058', 'KB09F049', 'KH06F098', 'MG21M039', 'SS07F088', 'TS20M118']","['AR15F039', 'CS23F039', 'CW02F097', 'JM08M048', 'JR23M049', 'MD06M048', 'MW02M048', 'TR12M048', 'VP23F039']","['AB03F057', 'AJ14M058', 'AL06F098', 'AM18M078', 'AM22M088', 'AP15F088', 'BC21M088', 'BN14M098', 'CC05M088', 'CK19F088', 'CT21M048', 'DG12M048', 'EA22F108', 'EG12M048', 'EO04F018', 'ER17M078', 'ET09F058', 'FA20M039', 'GM18F049', 'HS13M087', 'JM14F039', 'JM14M58B', 'JM17M039', 'JO21M068', 'JS20M058', 'KV23F108', 'MA05M018', 'MK03M057', 'MS11F038', 'OO18F088', 'PI20F058', 'RL17M058', 'SP24F039', 'VA24M030', 'VE15F088', 'VL18F058']","['AW04M057', 'CG10M058', 'CS04F047', 'DR13M038', 'DY10M048', 'GG17M078', 'GH11M098', 'GS24F058', 'JE25F058', 'JO25M059', 'JV04M057', 'KH24F010', 'LG21M058', 'LK24F068', 'LP21M088', 'MC07M058', 'MF04F117', 'MM16M088', 'MV11M058', 'PR20F078', 'RA25M039', 'SL14F038', 'SM17F039', 'VG11F088']","['AA04M058', 'CA26M039', 'CD26M020', 'CS07F078', 'DY10M048', 'EG03F107', 'JE18M088', 'PA26M109', 'RA26F039']","['AL16F039', 'CF27F089', 'CS21M078', 'EU10F048', 'IC14F039', 'IR22M018', 'JM04F048', 'MD27F020', 'VG27F049']","['AG06M058', 'AP28F030', 'CW02F097', 'IC28M039', 'JM17M039', 'KG23F019', 'KW16F048', 'SM25F069', 'TS20M118']","['AG21M059', 'AM18M078', 'AS28F039', 'CE24M068', 'CS23F039', 'DG29F098', 'EC29F030', 'EM25F039', 'IA25F058', 'JO21M068', 'JS25M019', 'OO18F088', 'RH19M048', 'VE15F088']","['AA30F039', 'AO31F030', 'AS24M088', 'BN14M098', 'CF27F089', 'CR29M098', 'CS04F047', 'CT21M048', 'DS29M039', 'DV27M058', 'EB19M039', 'ED06M117', 'EV23F088', 'GS24F058', 'JM30F048', 'KV23F108', 'MB30M078', 'MK03M057', 'ML27F028', 'PI20F058', 'RA25M039', 'RI30M058', 'SM17F039', 'VP23F039', 'YT29F049']","['AJ14M058', 'AW04M057', 'BC21M088', 'CK19F088', 'CP31F088', 'CW02F097', 'DB31M030', 'EG31M049', 'EJ19F108', 'GM24F098', 'IR30M058', 'JV04M057', 'KG23F019', 'MA05M018', 'SS11F058', 'TM30M058', 'VG11F088']","['AL28F118', 'AP15F088', 'CV32M038', 'DY10M048', 'ER31F058', 'ET32F098', 'GB21M058', 'JH11M058', 'MS31F058', 'MV11M058', 'OF32F058', 'RA25M039', 'SW31F048', 'ZZ21M049']","['EC30M058', 'JS32F059', 'PR20F078']",['MK03M057'],['NR19F069'],['JV04M057']
little,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.06,0.21,0.22,0.22,0.33,0.07,0.24,0.35,0.57,0.33,0.0,0.0,0.0
livingrm,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.06,0.12,0.11,0.22,0.22,0.07,0.2,0.35,0.29,0.0,0.0,0.0,0.0
lollipop,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.06,0.12,0.0,0.0,0.33,0.21,0.36,0.35,0.36,0.0,1.0,0.0,0.0
long,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.22,0.0,0.08,0.12,0.07,0.0,0.0,0.0,0.0
look,0.0,0.42,0.24,0.25,0.0,0.25,0.33,0.31,0.54,0.44,0.44,0.56,0.36,0.68,0.59,0.57,0.67,1.0,1.0,0.0
losed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
lost,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.03,0.04,0.0,0.0,0.22,0.07,0.24,0.29,0.36,0.0,1.0,0.0,0.0
losted,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.06,0.07,0.0,0.0,0.0,0.0
loud,0.0,0.08,0.0,0.0,0.0,0.0,0.22,0.03,0.12,0.0,0.11,0.22,0.0,0.24,0.18,0.21,0.0,0.0,0.0,0.0
love,0.0,0.08,0.24,0.0,0.0,0.5,0.11,0.22,0.38,0.44,0.78,0.44,0.43,0.64,0.59,0.71,0.67,1.0,1.0,0.0
lunch,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.14,0.17,0.0,0.11,0.33,0.29,0.24,0.41,0.14,0.33,1.0,0.0,1.0
mad,0.0,0.08,0.0,0.0,0.0,0.0,0.22,0.0,0.21,0.0,0.11,0.22,0.07,0.24,0.24,0.36,0.0,1.0,0.0,0.0
made,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.22,0.0,0.0,0.16,0.24,0.21,0.0,0.0,0.0,0.0
mailman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.11,0.33,0.0,0.16,0.29,0.29,0.0,1.0,0.0,0.0
make,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.25,0.0,0.11,0.22,0.0,0.2,0.24,0.29,0.0,0.0,1.0,0.0
maked,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0
man,0.0,0.08,0.12,0.0,0.0,0.12,0.22,0.19,0.25,0.11,0.22,0.22,0.21,0.36,0.41,0.36,0.0,1.0,0.0,0.0
mans,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.22,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0
me,0.0,0.42,0.35,0.0,0.14,0.25,0.22,0.47,0.67,0.22,0.33,0.67,0.43,0.56,0.65,0.5,0.33,1.0,0.0,1.0
meat,0.0,0.08,0.0,0.0,0.0,0.12,0.11,0.03,0.17,0.22,0.11,0.33,0.0,0.28,0.24,0.29,0.33,0.0,1.0,0.0
medicine,0.0,0.0,0.06,0.0,0.0,0.12,0.22,0.28,0.42,0.44,0.11,0.56,0.21,0.6,0.59,0.57,0.33,1.0,1.0,0.0
melon,0.0,0.0,0.0,0.25,0.0,0.0,0.33,0.03,0.12,0.0,0.22,0.33,0.07,0.28,0.35,0.14,0.33,0.0,0.0,0.0
men,0.5,0.0,0.12,0.0,0.0,0.0,0.11,0.11,0.08,0.11,0.11,0.11,0.0,0.16,0.24,0.14,0.33,0.0,0.0,1.0
mens,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.11,0.0,0.0,0.04,0.12,0.0,0.0,0.0,0.0,0.0
meow,0.0,0.58,0.35,0.5,0.43,0.25,0.78,0.58,0.79,0.78,0.78,0.78,0.71,0.96,0.82,0.86,1.0,1.0,1.0,0.0
mice,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.03,0.04,0.11,0.0,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
mices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
milk,0.5,0.42,0.35,0.5,0.14,0.38,0.44,0.31,0.67,0.56,0.67,0.78,0.57,0.76,0.71,0.71,0.67,1.0,1.0,1.0
mine,0.0,0.42,0.35,0.25,0.29,0.38,0.56,0.53,0.71,0.44,0.67,0.56,0.57,0.76,0.94,0.79,0.67,1.0,0.0,1.0
mittens,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.03,0.04,0.0,0.11,0.22,0.0,0.16,0.12,0.14,0.0,0.0,0.0,0.0
mommy,0.5,0.83,0.59,0.5,0.86,0.75,0.78,0.83,0.75,0.78,0.89,0.89,0.79,0.8,0.94,0.79,0.33,1.0,1.0,1.0
money,0.0,0.25,0.18,0.0,0.14,0.12,0.33,0.39,0.58,0.44,0.56,0.67,0.57,0.64,0.71,0.79,1.0,1.0,1.0,1.0
monkey,0.0,0.33,0.18,0.25,0.0,0.12,0.33,0.47,0.58,0.33,0.67,0.67,0.57,0.88,0.88,0.64,0.67,1.0,1.0,1.0
moo,0.0,0.75,0.71,0.5,0.71,0.5,0.56,0.61,0.71,0.78,0.67,0.67,0.57,0.84,0.76,0.79,0.67,1.0,1.0,1.0
moon,0.5,0.25,0.29,0.25,0.29,0.5,0.33,0.36,0.54,0.44,0.44,0.56,0.36,0.68,0.65,0.64,0.33,1.0,0.0,1.0
moose,0.0,0.17,0.06,0.0,0.0,0.0,0.22,0.03,0.04,0.0,0.11,0.22,0.0,0.32,0.12,0.07,0.0,0.0,0.0,0.0
mop,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.03,0.08,0.11,0.0,0.22,0.0,0.08,0.24,0.21,0.0,0.0,0.0,0.0
more,0.5,0.25,0.18,0.0,0.29,0.38,0.33,0.33,0.54,0.44,0.56,0.78,0.29,0.68,0.71,0.57,0.33,1.0,1.0,0.0
morning,0.0,0.08,0.12,0.0,0.0,0.0,0.22,0.17,0.12,0.11,0.56,0.33,0.21,0.36,0.29,0.29,0.33,0.0,0.0,1.0
motrcycl,0.0,0.0,0.12,0.25,0.0,0.0,0.22,0.17,0.33,0.22,0.22,0.56,0.07,0.52,0.41,0.43,0.0,1.0,0.0,0.0
mouse,0.0,0.17,0.18,0.25,0.0,0.12,0.22,0.25,0.38,0.22,0.22,0.44,0.5,0.48,0.47,0.57,0.67,1.0,1.0,0.0
mouses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.11,0.11,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
mouth,0.0,0.33,0.18,0.25,0.0,0.38,0.44,0.33,0.62,0.33,0.44,0.56,0.36,0.76,0.76,0.64,0.33,1.0,1.0,0.0
movie,0.0,0.17,0.06,0.0,0.0,0.12,0.11,0.28,0.33,0.11,0.67,0.33,0.43,0.6,0.76,0.64,0.33,1.0,1.0,1.0
much,0.5,0.08,0.0,0.0,0.0,0.0,0.22,0.06,0.08,0.0,0.11,0.33,0.0,0.0,0.41,0.21,0.0,0.0,1.0,0.0
muffin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.11,0.11,0.22,0.07,0.2,0.12,0.07,0.0,0.0,0.0,0.0
my,0.0,0.17,0.35,0.0,0.0,0.12,0.0,0.33,0.29,0.33,0.44,0.56,0.36,0.52,0.47,0.29,0.33,1.0,1.0,0.0
myself,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.2,0.18,0.21,0.0,0.0,0.0,0.0
nail,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.12,0.0,0.11,0.33,0.0,0.2,0.24,0.14,0.33,0.0,0.0,0.0
namepet,0.0,0.25,0.12,0.25,0.0,0.38,0.22,0.36,0.46,0.33,0.44,0.44,0.29,0.44,0.47,0.5,0.0,1.0,1.0,0.0
nameself,0.0,0.42,0.29,0.0,0.0,0.12,0.33,0.5,0.46,0.44,0.67,0.56,0.5,0.88,0.82,0.71,0.67,1.0,1.0,1.0
namesttr,0.0,0.08,0.12,0.0,0.0,0.0,0.22,0.25,0.29,0.11,0.22,0.22,0.21,0.36,0.35,0.29,0.33,1.0,0.0,0.0
nap,0.0,0.0,0.12,0.0,0.0,0.12,0.22,0.17,0.29,0.22,0.11,0.33,0.21,0.36,0.41,0.36,0.33,1.0,0.0,0.0
napkin,0.0,0.08,0.06,0.0,0.0,0.12,0.33,0.11,0.25,0.22,0.33,0.44,0.14,0.32,0.47,0.21,0.0,1.0,0.0,1.0
naughty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.0,0.06,0.07,0.0,0.0,0.0,0.0
necklace,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.08,0.12,0.11,0.22,0.22,0.0,0.24,0.29,0.14,0.0,1.0,0.0,0.0
need,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.03,0.17,0.0,0.22,0.22,0.21,0.16,0.18,0.36,0.0,1.0,1.0,0.0
new,0.0,0.08,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.11,0.22,0.14,0.04,0.12,0.29,0.0,0.0,0.0,0.0
nextto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.11,0.22,0.0,0.08,0.12,0.14,0.0,0.0,0.0,0.0
nghtnght,0.0,0.5,0.35,0.0,0.14,0.5,0.44,0.42,0.67,0.56,0.56,0.56,0.36,0.64,0.82,0.64,0.67,1.0,1.0,0.0
nice,0.0,0.08,0.06,0.0,0.0,0.0,0.22,0.11,0.17,0.0,0.33,0.33,0.14,0.44,0.29,0.21,0.0,1.0,0.0,0.0
night,0.0,0.25,0.24,0.0,0.0,0.38,0.11,0.17,0.38,0.22,0.56,0.33,0.21,0.6,0.59,0.36,0.33,1.0,1.0,1.0
no,0.5,0.83,0.76,0.5,0.57,0.88,0.67,0.75,0.83,1.0,0.78,0.56,0.79,0.8,0.82,0.86,1.0,1.0,1.0,1.0
noisy,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.08,0.0,0.11,0.33,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0
none,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.08,0.0,0.11,0.22,0.0,0.12,0.12,0.14,0.0,0.0,0.0,0.0
noodles,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.0,0.22,0.33,0.0,0.2,0.29,0.21,0.0,0.0,0.0,0.0
nose,0.0,0.67,0.47,0.25,0.14,0.5,0.44,0.5,0.62,0.56,0.33,0.44,0.5,0.92,0.76,0.71,0.33,1.0,1.0,0.0
not,0.5,0.17,0.12,0.0,0.0,0.0,0.0,0.11,0.25,0.22,0.22,0.22,0.07,0.2,0.18,0.5,0.0,0.0,1.0,0.0
now,0.0,0.08,0.0,0.0,0.0,0.25,0.11,0.11,0.21,0.11,0.11,0.44,0.14,0.4,0.29,0.5,0.33,1.0,0.0,0.0
nurse,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.07,0.08,0.12,0.14,0.0,0.0,0.0,0.0
nuts,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.06,0.17,0.0,0.22,0.33,0.0,0.28,0.12,0.14,0.0,0.0,0.0,0.0
of,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.22,0.0,0.2,0.06,0.21,0.0,0.0,0.0,0.0
off,0.0,0.17,0.12,0.0,0.0,0.25,0.44,0.11,0.33,0.22,0.33,0.56,0.14,0.4,0.47,0.5,0.0,0.0,0.0,0.0
old,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.07,0.08,0.12,0.21,0.0,0.0,0.0,0.0
on,0.0,0.08,0.24,0.0,0.0,0.25,0.22,0.14,0.38,0.22,0.33,0.56,0.07,0.44,0.35,0.64,0.33,1.0,0.0,0.0
ontopof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.33,0.0,0.12,0.12,0.21,0.0,0.0,0.0,0.0
open,0.5,0.25,0.18,0.25,0.0,0.5,0.44,0.36,0.62,0.44,0.78,0.67,0.57,0.72,0.65,0.71,0.67,1.0,1.0,1.0
orange1,0.0,0.08,0.06,0.5,0.0,0.0,0.22,0.31,0.5,0.33,0.44,0.67,0.43,0.76,0.88,0.79,0.67,1.0,1.0,1.0
orange2,0.0,0.08,0.06,0.25,0.0,0.12,0.22,0.22,0.29,0.11,0.33,0.78,0.36,0.64,0.71,0.43,0.33,1.0,1.0,0.0
other,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.22,0.11,0.07,0.04,0.18,0.21,0.0,0.0,1.0,0.0
ouch,0.0,0.5,0.24,0.5,0.57,0.5,0.44,0.56,0.79,0.67,0.44,0.56,0.5,0.8,0.76,0.57,0.67,1.0,1.0,1.0
our,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.08,0.18,0.14,0.0,0.0,0.0,0.0
out,0.0,0.17,0.12,0.0,0.14,0.12,0.33,0.17,0.29,0.11,0.33,0.44,0.14,0.4,0.47,0.64,0.0,0.0,0.0,0.0
outside,0.0,0.33,0.12,0.0,0.14,0.0,0.33,0.22,0.42,0.44,0.22,0.44,0.21,0.6,0.53,0.64,0.33,1.0,1.0,0.0
oven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.21,0.11,0.22,0.33,0.0,0.12,0.35,0.14,0.0,1.0,0.0,0.0
over,0.0,0.08,0.0,0.0,0.0,0.12,0.0,0.03,0.08,0.0,0.22,0.22,0.07,0.28,0.24,0.14,0.0,0.0,0.0,0.0
owie,0.0,0.25,0.18,0.0,0.43,0.5,0.44,0.22,0.46,0.56,0.33,0.22,0.14,0.56,0.41,0.21,0.33,1.0,0.0,0.0
owl,0.0,0.08,0.18,0.0,0.0,0.0,0.11,0.06,0.25,0.33,0.11,0.44,0.14,0.48,0.24,0.36,0.0,0.0,1.0,0.0
paint,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.11,0.11,0.33,0.21,0.4,0.35,0.36,0.0,0.0,1.0,0.0
pajamas,0.5,0.17,0.18,0.0,0.0,0.25,0.33,0.14,0.33,0.22,0.33,0.56,0.21,0.56,0.53,0.5,0.0,1.0,0.0,1.0
pancake,0.0,0.08,0.12,0.0,0.0,0.12,0.22,0.17,0.38,0.11,0.44,0.33,0.57,0.68,0.65,0.57,0.67,1.0,0.0,0.0
pants,0.0,0.42,0.06,0.25,0.0,0.25,0.33,0.22,0.38,0.33,0.67,0.44,0.36,0.72,0.59,0.57,0.33,1.0,1.0,0.0
paper,0.0,0.08,0.12,0.0,0.0,0.12,0.44,0.22,0.42,0.44,0.56,0.56,0.21,0.56,0.71,0.64,0.67,1.0,1.0,1.0
park,0.0,0.08,0.29,0.25,0.0,0.25,0.33,0.31,0.42,0.33,0.56,0.44,0.43,0.68,0.71,0.64,0.33,1.0,1.0,0.0
party,0.0,0.08,0.06,0.0,0.14,0.0,0.33,0.22,0.38,0.0,0.56,0.22,0.36,0.64,0.53,0.64,0.0,1.0,1.0,1.0
pattycak,0.0,0.42,0.18,0.0,0.0,0.12,0.22,0.25,0.33,0.22,0.22,0.22,0.07,0.36,0.41,0.36,0.0,1.0,1.0,0.0
peas,0.0,0.17,0.0,0.25,0.0,0.12,0.22,0.08,0.17,0.0,0.22,0.22,0.07,0.32,0.18,0.14,0.0,0.0,0.0,0.0
peekaboo,0.0,0.5,0.29,0.0,0.29,0.38,0.67,0.61,0.58,0.44,0.67,0.56,0.5,0.8,0.76,0.64,1.0,1.0,1.0,1.0
pen,0.0,0.17,0.18,0.0,0.0,0.12,0.11,0.14,0.38,0.44,0.33,0.67,0.29,0.68,0.59,0.43,0.67,0.0,0.0,1.0
pencil,0.0,0.25,0.06,0.0,0.0,0.0,0.22,0.14,0.33,0.44,0.22,0.44,0.36,0.52,0.53,0.64,0.67,0.0,0.0,0.0
penguin,0.0,0.08,0.06,0.0,0.0,0.0,0.11,0.08,0.21,0.0,0.22,0.44,0.14,0.2,0.24,0.21,0.67,0.0,1.0,1.0
penis,0.0,0.17,0.12,0.0,0.0,0.0,0.22,0.11,0.12,0.11,0.22,0.22,0.14,0.36,0.35,0.29,0.0,1.0,0.0,0.0
penny,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.33,0.33,0.33,0.44,0.33,0.14,0.44,0.29,0.57,0.33,1.0,0.0,1.0
pentbttr,0.0,0.0,0.06,0.0,0.0,0.0,0.22,0.14,0.17,0.22,0.0,0.22,0.14,0.48,0.53,0.43,0.33,1.0,0.0,1.0
people,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.03,0.17,0.0,0.11,0.22,0.07,0.2,0.24,0.21,0.67,0.0,0.0,0.0
person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.11,0.0,0.08,0.06,0.07,0.0,0.0,0.0,0.0
pick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.0,0.11,0.33,0.0,0.08,0.24,0.14,0.0,0.0,0.0,0.0
pickle,0.0,0.17,0.0,0.0,0.0,0.12,0.22,0.17,0.25,0.22,0.11,0.11,0.0,0.44,0.41,0.5,0.0,1.0,1.0,1.0
picnic,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.04,0.0,0.11,0.22,0.07,0.12,0.29,0.07,0.0,0.0,0.0,0.0
picture,0.0,0.17,0.0,0.0,0.0,0.0,0.33,0.14,0.38,0.22,0.33,0.44,0.29,0.56,0.59,0.64,0.33,1.0,1.0,0.0
pig,0.0,0.17,0.35,0.25,0.0,0.5,0.22,0.17,0.46,0.22,0.44,0.67,0.5,0.64,0.88,0.57,0.67,1.0,1.0,0.0
pillow,0.0,0.25,0.12,0.0,0.0,0.38,0.44,0.31,0.33,0.44,0.44,0.44,0.36,0.48,0.65,0.64,0.33,1.0,1.0,1.0
pizza,0.5,0.17,0.18,0.25,0.0,0.5,0.44,0.61,0.75,0.67,0.78,0.67,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0
plant,0.0,0.0,0.12,0.25,0.0,0.0,0.11,0.08,0.17,0.11,0.33,0.22,0.07,0.28,0.29,0.29,0.0,1.0,1.0,0.0
plate,0.0,0.17,0.0,0.0,0.0,0.12,0.33,0.08,0.29,0.22,0.22,0.22,0.14,0.44,0.35,0.29,0.0,1.0,1.0,0.0
play,0.0,0.25,0.12,0.0,0.0,0.25,0.33,0.31,0.42,0.22,0.56,0.56,0.5,0.72,0.53,0.71,0.33,1.0,1.0,0.0
playdogh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.25,0.0,0.33,0.22,0.07,0.28,0.18,0.07,0.0,1.0,0.0,0.0
playgrnd,0.0,0.0,0.06,0.0,0.0,0.0,0.11,0.06,0.12,0.0,0.11,0.33,0.14,0.16,0.24,0.14,0.0,1.0,0.0,1.0
playpen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.04,0.12,0.07,0.0,0.0,0.0,0.0
please,0.5,0.25,0.41,0.5,0.0,0.62,0.56,0.47,0.71,0.56,0.67,0.67,0.79,0.96,0.94,1.0,0.67,1.0,1.0,1.0
police,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.14,0.12,0.22,0.44,0.44,0.21,0.56,0.65,0.57,0.33,0.0,0.0,1.0
pony,0.0,0.08,0.12,0.0,0.0,0.12,0.0,0.11,0.17,0.11,0.11,0.33,0.14,0.44,0.29,0.14,0.0,0.0,0.0,0.0
pool,0.0,0.08,0.18,0.0,0.0,0.25,0.33,0.14,0.42,0.33,0.22,0.33,0.07,0.4,0.65,0.43,0.33,1.0,0.0,1.0
poor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.11,0.22,0.0,0.04,0.12,0.14,0.33,0.0,0.0,0.0
popcorn,0.0,0.08,0.12,0.0,0.0,0.12,0.56,0.22,0.33,0.22,0.11,0.33,0.43,0.68,0.65,0.71,0.67,1.0,1.0,1.0
popsicle,0.0,0.0,0.06,0.0,0.0,0.12,0.22,0.19,0.42,0.0,0.11,0.33,0.14,0.28,0.29,0.21,0.0,1.0,0.0,0.0
porch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.11,0.33,0.0,0.04,0.12,0.14,0.0,1.0,0.0,0.0
potatchp,0.0,0.08,0.06,0.0,0.0,0.0,0.22,0.14,0.29,0.33,0.44,0.33,0.14,0.48,0.29,0.43,0.33,1.0,0.0,1.0
potato,0.0,0.25,0.0,0.25,0.0,0.0,0.11,0.08,0.29,0.0,0.11,0.56,0.29,0.52,0.59,0.29,0.33,1.0,1.0,0.0
potty,0.0,0.08,0.12,0.0,0.14,0.25,0.33,0.22,0.42,0.44,0.44,0.44,0.21,0.36,0.41,0.43,0.33,1.0,0.0,0.0
pour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.22,0.0,0.16,0.18,0.07,0.0,1.0,0.0,0.0
present,0.0,0.08,0.0,0.0,0.0,0.0,0.22,0.11,0.29,0.11,0.11,0.22,0.07,0.36,0.35,0.21,0.33,1.0,0.0,0.0
pretend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.04,0.06,0.07,0.0,0.0,0.0,0.0
pretty,0.0,0.25,0.06,0.0,0.14,0.12,0.22,0.22,0.29,0.22,0.11,0.33,0.14,0.4,0.47,0.43,0.33,0.0,1.0,0.0
pretzel,0.0,0.0,0.0,0.0,0.0,0.12,0.22,0.03,0.08,0.11,0.11,0.22,0.07,0.36,0.18,0.14,0.0,1.0,0.0,0.0
pudding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.11,0.33,0.21,0.08,0.24,0.21,0.0,0.0,0.0,0.0
pull,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.08,0.12,0.11,0.22,0.33,0.07,0.12,0.24,0.21,0.0,0.0,1.0,0.0
pumpkin,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.03,0.21,0.0,0.22,0.33,0.21,0.32,0.24,0.14,0.0,1.0,0.0,0.0
puppy,0.0,0.42,0.29,0.25,0.14,0.38,0.44,0.42,0.42,0.67,0.33,0.67,0.64,0.8,0.82,0.79,0.67,1.0,0.0,0.0
purse,0.0,0.0,0.06,0.0,0.0,0.12,0.22,0.08,0.29,0.33,0.11,0.33,0.0,0.32,0.35,0.5,0.0,1.0,0.0,0.0
push,0.0,0.17,0.12,0.0,0.0,0.25,0.33,0.17,0.42,0.11,0.44,0.56,0.43,0.48,0.24,0.36,0.33,1.0,1.0,0.0
put,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.17,0.11,0.22,0.33,0.07,0.12,0.12,0.21,0.0,0.0,1.0,0.0
puzzle,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.33,0.22,0.44,0.22,0.14,0.4,0.29,0.5,0.0,1.0,1.0,0.0
quackqck,0.0,0.58,0.29,0.5,0.29,0.5,0.78,0.53,0.58,0.67,0.78,0.78,0.64,0.92,0.82,0.71,0.67,1.0,1.0,0.0
quiet,0.0,0.08,0.0,0.0,0.0,0.0,0.22,0.06,0.17,0.11,0.22,0.22,0.0,0.2,0.47,0.36,0.33,1.0,1.0,0.0
